order_id,customer_id,region_l1,region_l2,bu_id,product_line,amount,order_date,period,channel,sales_manager_id,status
SO203505,C1478,华东,东线,BU-2,AI 助理,112.44,2025-12-06,2025Q4,电商,SM158,closed
SO203506,C1764,华南,东线,BU-3,智能客服,26.823999999999998,2026-02-01,2026Q1,直销,SM214,closed
SO203507,C1666,华东,东线,BU-6,运营商网关,71.14,2024-09-13,2024Q3,直销,SM122,closed
SO203508,C3655,华东,北线,BU-6,BSS-OSS,13.13,2024-08-02,2024Q3,电商,SM228,closed
SO203509,C1554,西南,中线,BU-6,智能客服,0.9,2026-02-23,2026Q1,项目集采,SM247,closed
SO203510,C1930,华东,南线,BU-4,数据中台,55.16,2025-10-14,2025Q4,渠道,SM199,closed
SO203511,C3493,华南,东线,BU-4,数据中台,6.16,2026-01-15,2026Q1,电商,SM250,pending
SO203512,C1452,华中,北线,BU-4,智能客服,34.42,2026-01-16,2026Q1,直销,SM128,closed
SO203513,C1516,华东,南线,BU-3,智能客服,2.31,2026-03-10,2026Q1,直销,SM105,closed
SO203514,C1244,华东,东线,BU-1,AI 助理,20.81,2025-09-07,2025Q3,电商,SM192,closed
SO203515,C2965,西南,北线,BU-6,云平台,156.42,2026-01-25,2026Q1,项目集采,SM144,closed
SO203516,C1082,华东,中线,BU-2,运营商网关,14.61,2024-09-19,2024Q3,电商,SM184,closed
SO203517,C3326,华北,东线,BU-2,IT 服务,11.31,2026-03-03,2026Q1,项目集采,SM182,closed
SO203518,C3341,西南,南线,BU-4,数据中台,101.63,2026-01-05,2026Q1,直销,SM231,closed
SO203519,C2949,华中,北线,BU-5,云平台,1.76,2024-08-14,2024Q3,电商,SM111,closed
SO203520,C1060,华东,南线,BU-6,AI 助理,23.52,2025-03-12,2025Q1,项目集采,SM224,shipping
SO203521,C2447,华东,北线,BU-1,AI 助理,21.36,2025-02-15,2025Q1,电商,SM216,closed
SO203522,C1584,西南,中线,BU-3,智能客服,0.86,2025-06-25,2025Q2,项目集采,SM219,shipping
SO203523,C1390,华南,中线,BU-4,云平台,52.52,2024-06-21,2024Q2,渠道,SM148,shipping
SO203524,C1753,华中,东线,BU-2,智能客服,74.91,2026-03-15,2026Q1,电商,SM237,closed
SO203525,C2589,华东,东线,BU-6,IT 服务,47.17,2025-06-02,2025Q2,项目集采,SM120,closed
SO203526,C2587,华北,中线,BU-2,运营商网关,29.1,2025-10-25,2025Q4,渠道,SM245,closed
SO203527,C2428,华北,北线,BU-1,AI 助理,27.74,2025-10-02,2025Q4,电商,SM201,closed
SO203528,C3225,华北,中线,BU-2,云平台,81.7,2025-10-05,2025Q4,电商,SM154,closed
SO203529,C2129,西南,东线,BU-2,云平台,23.42,2026-01-02,2026Q1,渠道,SM244,closed
SO203530,C1042,华北,北线,BU-2,AI 助理,35.53,2025-01-06,2025Q1,项目集采,SM188,closed
SO203531,C1205,华中,北线,BU-5,运营商网关,0.21,2026-03-20,2026Q1,项目集采,SM147,closed
SO203532,C2573,华中,北线,BU-6,IT 服务,38.72,2024-06-01,2024Q2,项目集采,SM180,closed
SO203533,C2158,华东,东线,BU-3,BSS-OSS,48.3,2026-02-04,2026Q1,直销,SM196,pending
SO203534,C2738,东北,东线,BU-1,云平台,139.32,2026-01-19,2026Q1,项目集采,SM111,closed
SO203535,C1641,东北,南线,BU-6,BSS-OSS,24.6,2025-12-17,2025Q4,渠道,SM191,closed
SO203536,C2958,华北,中线,BU-3,IT 服务,2.74,2026-01-18,2026Q1,渠道,SM250,closed
SO203537,C3130,华北,东线,BU-6,智能客服,14.18,2025-11-05,2025Q4,电商,SM121,closed
SO203538,C3800,西南,中线,BU-1,IT 服务,0.51,2026-03-04,2026Q1,渠道,SM207,shipping
SO203539,C3251,华东,南线,BU-1,运营商网关,154.96,2026-01-19,2026Q1,直销,SM207,closed
SO203540,C1570,东北,南线,BU-4,AI 助理,122.4,2026-02-14,2026Q1,项目集采,SM110,closed
SO203541,C2186,西南,南线,BU-5,AI 助理,32.14,2025-10-15,2025Q4,渠道,SM138,closed
SO203542,C2199,东北,南线,BU-1,数据中台,21.28,2026-03-04,2026Q1,渠道,SM125,closed
SO203543,C1427,华南,中线,BU-3,云平台,13.38,2024-11-15,2024Q4,渠道,SM149,closed
SO203544,C1053,华北,北线,BU-1,IT 服务,66.76,2026-03-18,2026Q1,渠道,SM216,closed
SO203545,C3270,华南,中线,BU-1,IT 服务,11.66,2025-11-11,2025Q4,电商,SM113,closed
SO203546,C1909,东北,北线,BU-5,BSS-OSS,80.16,2026-02-20,2026Q1,渠道,SM223,shipping
SO203547,C3034,华中,东线,BU-3,运营商网关,36.36,2024-12-27,2024Q4,直销,SM212,closed
SO203548,C3080,西南,东线,BU-1,运营商网关,58.3,2025-01-11,2025Q1,电商,SM195,shipping
SO203549,C1638,华南,南线,BU-5,AI 助理,12.04,2025-05-10,2025Q2,渠道,SM200,closed
SO203550,C2595,华北,中线,BU-1,BSS-OSS,37.9,2026-02-17,2026Q1,直销,SM133,shipping
SO203551,C3023,华东,南线,BU-3,BSS-OSS,31.62,2025-10-20,2025Q4,项目集采,SM157,closed
SO203552,C1125,华北,东线,BU-3,智能客服,21.39,2024-01-21,2024Q1,渠道,SM138,closed
SO203553,C3707,华南,中线,BU-5,IT 服务,35.79,2024-02-08,2024Q1,电商,SM170,pending
SO203554,C2716,华东,南线,BU-2,智能客服,61.92,2024-06-10,2024Q2,渠道,SM183,closed
SO203555,C3910,华北,东线,BU-2,数据中台,5.35,2025-11-03,2025Q4,电商,SM206,closed
SO203556,C2223,华东,南线,BU-5,IT 服务,19.79,2025-10-25,2025Q4,电商,SM235,shipping
SO203557,C1718,华东,东线,BU-6,IT 服务,37.71,2026-01-27,2026Q1,渠道,SM175,closed
SO203558,C2494,华中,北线,BU-5,IT 服务,128.36,2024-09-09,2024Q3,电商,SM229,closed
SO203559,C3002,华南,东线,BU-4,运营商网关,22.58,2026-02-15,2026Q1,直销,SM192,closed
SO203560,C2789,华北,东线,BU-1,AI 助理,57.45,2026-03-26,2026Q1,渠道,SM139,closed
SO203561,C1158,西南,北线,BU-1,运营商网关,7.27,2025-04-25,2025Q2,直销,SM225,closed
SO203562,C1723,华北,北线,BU-3,数据中台,11.87,2026-03-16,2026Q1,电商,SM216,closed
SO203563,C2078,华北,东线,BU-6,数据中台,20.01,2026-03-12,2026Q1,项目集采,SM173,closed
SO203564,C2528,华北,南线,BU-5,BSS-OSS,73.01,2025-07-18,2025Q3,直销,SM173,closed
SO203565,C3072,华东,南线,BU-4,智能客服,1.4,2025-05-13,2025Q2,项目集采,SM215,closed
SO203566,C2617,华中,中线,BU-4,云平台,98.48,2025-06-21,2025Q2,项目集采,SM159,closed
SO203567,C2969,华北,东线,BU-1,云平台,7.13,2025-12-14,2025Q4,直销,SM146,closed
SO203568,C3545,西南,东线,BU-6,BSS-OSS,51.9,2026-02-02,2026Q1,项目集采,SM225,closed
SO203569,C3271,华东,东线,BU-4,运营商网关,0.74,2025-09-26,2025Q3,项目集采,SM136,closed
SO203570,C3530,西南,东线,BU-3,智能客服,5.11,2026-02-05,2026Q1,直销,SM249,shipping
SO203571,C2209,华北,中线,BU-3,数据中台,16.34,2025-03-13,2025Q1,项目集采,SM215,closed
SO203572,C2304,华东,东线,BU-4,数据中台,29.66,2026-03-02,2026Q1,直销,SM176,closed
SO203573,C2251,华南,南线,BU-5,IT 服务,45.3,2025-05-21,2025Q2,直销,SM226,closed
SO203574,C2039,华东,北线,BU-4,AI 助理,20.41,2024-12-26,2024Q4,电商,SM229,closed
SO203575,C2690,华北,北线,BU-4,IT 服务,0.02,2025-02-04,2025Q1,直销,SM150,closed
SO203576,C1433,西南,北线,BU-4,IT 服务,31.47,2025-04-06,2025Q2,项目集采,SM200,shipping
SO203577,C3363,华东,北线,BU-3,数据中台,9.85,2025-05-25,2025Q2,直销,SM179,closed
SO203578,C1178,华南,南线,BU-6,AI 助理,18.73,2024-06-14,2024Q2,项目集采,SM210,closed
SO203579,C2874,西南,东线,BU-4,云平台,75.78,2025-08-26,2025Q3,项目集采,SM218,closed
SO203580,C1130,东北,中线,BU-6,BSS-OSS,1.58,2026-01-14,2026Q1,电商,SM224,closed
SO203581,C3864,华东,东线,BU-2,IT 服务,9.61,2025-11-27,2025Q4,直销,SM191,closed
SO203582,C1993,华北,南线,BU-2,运营商网关,84.62,2024-08-05,2024Q3,直销,SM115,closed
SO203583,C2543,华北,东线,BU-2,智能客服,209.09,2026-01-16,2026Q1,电商,SM229,closed
SO203584,C3572,西南,北线,BU-5,智能客服,29.56,2024-01-25,2024Q1,直销,SM218,closed
SO203585,C1951,华北,中线,BU-4,AI 助理,7.88,2025-04-16,2025Q2,电商,SM244,closed
SO203586,C2235,西南,中线,BU-6,BSS-OSS,6.55,2026-01-25,2026Q1,电商,SM194,closed
SO203587,C1714,华南,东线,BU-2,云平台,16.69,2024-01-23,2024Q1,直销,SM230,closed
SO203588,C2147,华南,南线,BU-6,智能客服,13.51,2025-10-27,2025Q4,直销,SM203,closed
SO203589,C3044,华东,东线,BU-4,云平台,45.57,2026-01-13,2026Q1,渠道,SM231,pending
SO203590,C3856,华南,中线,BU-5,IT 服务,5.0,2026-02-05,2026Q1,渠道,SM168,shipping
SO203591,C2732,东北,北线,BU-3,运营商网关,18.65,2025-12-03,2025Q4,渠道,SM223,closed
SO203592,C1915,华东,中线,BU-1,IT 服务,134.06,2026-02-12,2026Q1,渠道,SM193,pending
SO203593,C3171,华东,北线,BU-2,云平台,114.44,2026-03-17,2026Q1,项目集采,SM113,closed
SO203594,C2607,华中,东线,BU-1,IT 服务,11.07,2025-08-23,2025Q3,渠道,SM249,closed
SO203595,C3111,华中,东线,BU-2,AI 助理,114.84,2025-09-09,2025Q3,电商,SM181,closed
SO203596,C3420,华北,北线,BU-2,BSS-OSS,17.5,2024-05-16,2024Q2,电商,SM108,closed
SO203597,C3218,华北,中线,BU-6,AI 助理,8.44,2026-01-08,2026Q1,直销,SM220,closed
SO203598,C2293,华南,东线,BU-6,数据中台,1.53,2026-01-08,2026Q1,项目集采,SM167,closed
SO203599,C2790,华东,东线,BU-2,智能客服,33.05,2024-04-14,2024Q2,渠道,SM192,shipping
SO203600,C1304,华南,中线,BU-3,AI 助理,213.25,2025-11-27,2025Q4,渠道,SM164,closed
SO203601,C2584,华中,中线,BU-2,BSS-OSS,22.01,2025-03-04,2025Q1,项目集采,SM219,closed
SO203602,C3147,华南,东线,BU-5,IT 服务,37.84,2024-05-26,2024Q2,项目集采,SM155,closed
SO203603,C1809,华北,北线,BU-2,云平台,7.43,2026-01-23,2026Q1,电商,SM198,closed
SO203604,C1934,华南,南线,BU-2,BSS-OSS,6.63,2026-03-17,2026Q1,电商,SM201,closed
SO203605,C2979,华南,东线,BU-1,AI 助理,143.89,2024-11-24,2024Q4,渠道,SM102,closed
SO203606,C3737,华中,南线,BU-6,云平台,20.13,2025-03-05,2025Q1,渠道,SM170,closed
SO203607,C2745,华东,南线,BU-2,数据中台,39.47,2024-07-23,2024Q3,项目集采,SM200,closed
SO203608,C1161,华南,南线,BU-6,运营商网关,32.9,2024-01-11,2024Q1,渠道,SM231,closed
SO203609,C1307,华东,北线,BU-5,IT 服务,42.11,2026-01-18,2026Q1,渠道,SM217,closed
SO203610,C3240,东北,中线,BU-5,IT 服务,11.82,2026-03-10,2026Q1,项目集采,SM139,closed
SO203611,C2282,东北,北线,BU-1,运营商网关,0.66,2024-11-09,2024Q4,直销,SM212,pending
SO203612,C1490,华南,中线,BU-3,BSS-OSS,132.083,2026-01-10,2026Q1,渠道,SM243,pending
SO203613,C1361,华南,南线,BU-5,智能客服,68.17,2026-02-14,2026Q1,电商,SM101,closed
SO203614,C3794,华北,南线,BU-2,运营商网关,60.98,2026-01-01,2026Q1,直销,SM187,closed
SO203615,C2806,东北,北线,BU-5,云平台,4.88,2024-07-22,2024Q3,项目集采,SM123,closed
SO203616,C2292,西南,东线,BU-1,IT 服务,118.68,2025-06-05,2025Q2,电商,SM122,closed
SO203617,C1652,西南,东线,BU-4,AI 助理,87.42,2026-01-06,2026Q1,直销,SM169,pending
SO203618,C3121,华南,南线,BU-3,IT 服务,15.93,2025-10-23,2025Q4,直销,SM126,closed
SO203619,C2633,东北,北线,BU-2,IT 服务,43.06,2025-10-17,2025Q4,渠道,SM208,closed
SO203620,C2125,华中,北线,BU-6,智能客服,6.18,2024-03-10,2024Q1,项目集采,SM186,closed
SO203621,C1357,华东,中线,BU-6,数据中台,112.38,2025-08-17,2025Q3,渠道,SM150,closed
SO203622,C2388,华南,中线,BU-6,智能客服,55.88,2024-02-25,2024Q1,电商,SM139,shipping
SO203623,C3081,华北,中线,BU-2,数据中台,40.38,2026-02-06,2026Q1,渠道,SM128,closed
SO203624,C1419,华南,北线,BU-6,运营商网关,5.51,2026-03-15,2026Q1,项目集采,SM175,closed
SO203625,C3276,华中,中线,BU-4,AI 助理,20.8,2024-12-20,2024Q4,项目集采,SM250,closed
SO203626,C1744,西南,东线,BU-3,云平台,91.13,2025-02-18,2025Q1,电商,SM103,shipping
SO203627,C3663,华东,北线,BU-5,运营商网关,364.65,2026-01-03,2026Q1,电商,SM158,pending
SO203628,C2965,华东,中线,BU-4,智能客服,13.81,2025-08-27,2025Q3,渠道,SM181,shipping
SO203629,C3250,华东,北线,BU-4,IT 服务,165.56,2026-03-25,2026Q1,电商,SM159,closed
SO203630,C2211,华北,南线,BU-5,云平台,32.53,2025-02-22,2025Q1,渠道,SM195,closed
SO203631,C1087,东北,北线,BU-3,AI 助理,150.7,2026-03-25,2026Q1,直销,SM111,shipping
SO203632,C1843,华东,中线,BU-4,云平台,33.29,2024-04-14,2024Q2,电商,SM212,closed
SO203633,C2032,西南,北线,BU-2,云平台,47.45,2024-03-19,2024Q1,渠道,SM190,closed
SO203634,C3336,华南,北线,BU-5,智能客服,25.43,2026-03-14,2026Q1,直销,SM129,closed
SO203635,C2078,西南,北线,BU-3,IT 服务,43.24,2026-02-20,2026Q1,渠道,SM193,closed
SO203636,C1885,西南,北线,BU-3,AI 助理,146.61,2025-08-13,2025Q3,电商,SM112,closed
SO203637,C3354,东北,中线,BU-2,智能客服,34.03,2025-10-12,2025Q4,渠道,SM153,closed
SO203638,C3553,华北,东线,BU-6,数据中台,116.3,2025-03-09,2025Q1,项目集采,SM141,closed
SO203639,C2404,华南,北线,BU-6,云平台,23.96,2026-02-18,2026Q1,渠道,SM129,closed
SO203640,C2228,华南,中线,BU-6,BSS-OSS,2.68,2025-10-10,2025Q4,直销,SM157,closed
SO203641,C2023,华北,北线,BU-2,数据中台,16.33,2026-01-27,2026Q1,直销,SM216,closed
SO203642,C3248,华东,中线,BU-5,AI 助理,100.4,2025-09-20,2025Q3,渠道,SM116,closed
SO203643,C3807,华北,中线,BU-6,AI 助理,19.73,2026-02-08,2026Q1,直销,SM204,closed
SO203644,C1380,华东,南线,BU-1,IT 服务,160.14,2026-02-08,2026Q1,电商,SM176,closed
SO203645,C1279,华南,中线,BU-1,IT 服务,20.18,2025-02-13,2025Q1,项目集采,SM234,closed
SO203646,C1871,华东,南线,BU-2,AI 助理,161.9,2025-03-23,2025Q1,电商,SM109,closed
SO203647,C3349,华中,南线,BU-3,IT 服务,23.27,2025-12-07,2025Q4,直销,SM240,closed
SO203648,C3656,西南,南线,BU-6,数据中台,39.86,2026-03-23,2026Q1,电商,SM114,closed
SO203649,C2725,华中,东线,BU-5,智能客服,7.17,2025-06-15,2025Q2,直销,SM100,shipping
SO203650,C1949,西南,北线,BU-1,云平台,121.63,2026-03-16,2026Q1,电商,SM157,closed
SO203651,C3476,华北,中线,BU-4,智能客服,66.34,2026-01-15,2026Q1,项目集采,SM136,closed
SO203652,C3006,华中,东线,BU-5,BSS-OSS,17.42,2024-05-20,2024Q2,渠道,SM230,closed
SO203653,C2196,华南,中线,BU-4,BSS-OSS,22.84,2026-03-11,2026Q1,渠道,SM123,closed
SO203654,C1301,华南,东线,BU-5,AI 助理,29.13,2024-02-17,2024Q1,渠道,SM210,closed
SO203655,C1171,华北,北线,BU-3,IT 服务,27.17,2026-03-26,2026Q1,电商,SM206,closed
SO203656,C3307,华东,南线,BU-3,数据中台,93.13,2025-10-18,2025Q4,渠道,SM144,closed
SO203657,C1482,华北,东线,BU-1,云平台,28.76,2025-06-12,2025Q2,电商,SM127,closed
SO203658,C3595,华南,中线,BU-5,BSS-OSS,49.8,2025-07-07,2025Q3,电商,SM183,closed
SO203659,C2437,华北,南线,BU-1,BSS-OSS,121.68,2026-01-03,2026Q1,项目集采,SM110,closed
SO203660,C3825,西南,中线,BU-6,云平台,2.04,2025-11-06,2025Q4,渠道,SM111,closed
SO203661,C1602,华中,南线,BU-6,BSS-OSS,2.69,2025-05-15,2025Q2,项目集采,SM192,closed
SO203662,C3038,华南,南线,BU-5,AI 助理,32.33,2025-01-26,2025Q1,渠道,SM250,closed
SO203663,C2612,华中,北线,BU-4,云平台,61.48,2025-08-20,2025Q3,电商,SM122,closed
SO203664,C2249,西南,北线,BU-1,智能客服,1.14,2024-06-13,2024Q2,渠道,SM139,closed
SO203665,C3665,华南,中线,BU-4,运营商网关,11.38,2025-06-11,2025Q2,直销,SM162,closed
SO203666,C1003,华东,中线,BU-5,数据中台,117.3,2026-01-24,2026Q1,电商,SM132,closed
SO203667,C3540,华北,东线,BU-4,数据中台,26.53,2026-02-07,2026Q1,渠道,SM187,closed
SO203668,C3553,西南,北线,BU-3,AI 助理,102.15,2025-09-01,2025Q3,直销,SM169,closed
SO203669,C1601,华北,东线,BU-6,云平台,82.3,2025-10-13,2025Q4,渠道,SM175,closed
SO203670,C1354,东北,南线,BU-4,数据中台,160.32,2025-08-06,2025Q3,电商,SM190,shipping
SO203671,C1812,东北,北线,BU-1,数据中台,191.81,2024-05-04,2024Q2,渠道,SM178,closed
SO203672,C2685,华南,东线,BU-6,云平台,43.62,2026-02-15,2026Q1,电商,SM109,closed
SO203673,C3083,华北,北线,BU-6,BSS-OSS,28.24,2025-02-16,2025Q1,直销,SM245,closed
SO203674,C3847,华北,南线,BU-2,BSS-OSS,18.49,2025-07-04,2025Q3,项目集采,SM120,closed
SO203675,C1477,西南,北线,BU-1,IT 服务,84.73,2026-02-15,2026Q1,渠道,SM117,closed
SO203676,C2160,华北,中线,BU-4,BSS-OSS,14.64,2026-03-02,2026Q1,直销,SM211,closed
SO203677,C1870,华北,北线,BU-2,AI 助理,41.55,2025-10-05,2025Q4,项目集采,SM170,closed
SO203678,C3988,华中,南线,BU-3,云平台,14.1,2024-06-13,2024Q2,电商,SM245,closed
SO203679,C3291,华中,南线,BU-3,BSS-OSS,6.28,2025-01-24,2025Q1,渠道,SM123,closed
SO203680,C3495,华南,北线,BU-5,AI 助理,130.53,2025-09-15,2025Q3,电商,SM185,closed
SO203681,C1010,华东,北线,BU-1,AI 助理,33.94,2024-01-07,2024Q1,电商,SM104,closed
SO203682,C2821,华东,北线,BU-1,IT 服务,416.67,2026-03-21,2026Q1,直销,SM216,closed
SO203683,C1564,西南,北线,BU-6,AI 助理,103.14,2025-02-14,2025Q1,电商,SM180,closed
SO203684,C2903,华南,东线,BU-1,IT 服务,49.92,2026-03-12,2026Q1,项目集采,SM125,closed
SO203685,C1861,华东,南线,BU-5,AI 助理,35.23,2024-10-08,2024Q4,电商,SM110,closed
SO203686,C1842,东北,南线,BU-6,AI 助理,218.59,2024-02-16,2024Q1,渠道,SM248,pending
SO203687,C2331,华南,中线,BU-1,云平台,8.2,2026-02-14,2026Q1,渠道,SM235,closed
SO203688,C3870,华东,南线,BU-4,云平台,3.99,2024-11-23,2024Q4,电商,SM239,closed
SO203689,C2477,华北,中线,BU-4,BSS-OSS,34.4,2025-11-05,2025Q4,直销,SM153,closed
SO203690,C3375,华东,中线,BU-5,AI 助理,132.78,2025-09-08,2025Q3,直销,SM140,closed
SO203691,C1179,华东,中线,BU-6,IT 服务,36.56,2025-12-12,2025Q4,项目集采,SM203,closed
SO203692,C3990,华中,北线,BU-1,IT 服务,61.35,2026-01-01,2026Q1,项目集采,SM135,closed
SO203693,C2798,东北,东线,BU-3,IT 服务,227.77,2026-02-08,2026Q1,直销,SM242,closed
SO203694,C3223,华中,北线,BU-5,AI 助理,69.25,2024-03-02,2024Q1,电商,SM220,closed
SO203695,C3015,华北,中线,BU-5,BSS-OSS,175.63,2025-03-06,2025Q1,直销,SM111,closed
SO203696,C3218,华东,南线,BU-5,AI 助理,84.28,2025-09-16,2025Q3,项目集采,SM119,closed
SO203697,C1151,华南,南线,BU-1,云平台,64.58,2025-09-25,2025Q3,电商,SM165,closed
SO203698,C3540,华东,中线,BU-4,AI 助理,3.21,2026-02-27,2026Q1,直销,SM211,closed
SO203699,C1189,华北,北线,BU-2,智能客服,11.76,2026-03-13,2026Q1,渠道,SM102,shipping
SO203700,C1330,华东,中线,BU-6,BSS-OSS,98.42,2026-01-03,2026Q1,项目集采,SM112,closed
SO203701,C2323,华东,东线,BU-5,智能客服,76.27,2025-01-22,2025Q1,电商,SM250,closed
SO203702,C3185,华北,北线,BU-1,IT 服务,92.48,2025-06-01,2025Q2,项目集采,SM178,closed
SO203703,C1918,华东,东线,BU-1,云平台,15.23,2025-03-15,2025Q1,项目集采,SM141,closed
SO203704,C1324,华中,中线,BU-2,AI 助理,137.93,2024-10-25,2024Q4,项目集采,SM100,closed
SO203705,C1008,华东,南线,BU-1,BSS-OSS,75.44,2025-09-12,2025Q3,渠道,SM237,closed
SO203706,C1902,华东,北线,BU-2,云平台,14.23,2024-12-23,2024Q4,电商,SM206,closed
SO203707,C2252,华东,北线,BU-2,云平台,38.15,2026-01-07,2026Q1,电商,SM111,closed
SO203708,C2368,华北,中线,BU-5,云平台,26.17,2026-02-01,2026Q1,电商,SM106,closed
SO203709,C2009,华东,东线,BU-6,运营商网关,123.59,2026-03-20,2026Q1,项目集采,SM106,closed
SO203710,C1312,华东,南线,BU-6,云平台,86.36,2026-01-11,2026Q1,渠道,SM248,closed
SO203711,C3382,华东,东线,BU-4,BSS-OSS,88.21,2025-06-26,2025Q2,电商,SM145,closed
SO203712,C3125,华南,东线,BU-4,运营商网关,70.73,2025-12-05,2025Q4,渠道,SM219,closed
SO203713,C2904,华北,南线,BU-1,智能客服,51.93,2025-05-06,2025Q2,项目集采,SM102,closed
SO203714,C2149,西南,南线,BU-4,云平台,2.76,2026-03-13,2026Q1,项目集采,SM168,closed
SO203715,C2485,华北,东线,BU-6,云平台,48.95,2026-03-12,2026Q1,渠道,SM240,shipping
SO203716,C1882,西南,东线,BU-1,智能客服,66.66,2026-02-11,2026Q1,渠道,SM137,closed
SO203717,C2820,华北,东线,BU-2,云平台,2.91,2025-12-17,2025Q4,电商,SM179,closed
SO203718,C3544,华东,中线,BU-2,云平台,131.17,2025-01-05,2025Q1,渠道,SM136,closed
SO203719,C2215,华南,中线,BU-1,IT 服务,51.53,2026-02-27,2026Q1,电商,SM240,closed
SO203720,C1029,华南,中线,BU-2,云平台,8.12,2026-02-06,2026Q1,渠道,SM196,closed
SO203721,C3700,华南,北线,BU-1,云平台,76.22,2026-03-09,2026Q1,渠道,SM154,closed
SO203722,C3411,华南,南线,BU-5,云平台,76.39,2024-11-22,2024Q4,电商,SM202,closed
SO203723,C1017,华北,中线,BU-2,运营商网关,140.19,2025-05-03,2025Q2,电商,SM152,closed
SO203724,C1305,华北,南线,BU-4,云平台,8.91,2026-01-17,2026Q1,电商,SM135,closed
SO203725,C1670,西南,东线,BU-1,云平台,65.73,2024-10-26,2024Q4,渠道,SM248,closed
SO203726,C3002,华东,东线,BU-5,BSS-OSS,52.14,2026-02-11,2026Q1,渠道,SM174,closed
SO203727,C1587,西南,东线,BU-1,智能客服,113.44,2025-11-07,2025Q4,直销,SM219,pending
SO203728,C1830,华北,东线,BU-4,云平台,44.37,2025-01-26,2025Q1,电商,SM131,pending
SO203729,C3524,华东,东线,BU-5,数据中台,74.57,2026-03-18,2026Q1,渠道,SM153,closed
SO203730,C1081,华北,东线,BU-1,BSS-OSS,19.23,2026-03-14,2026Q1,电商,SM156,pending
SO203731,C1519,华东,中线,BU-5,IT 服务,62.61,2026-02-13,2026Q1,电商,SM161,shipping
SO203732,C2314,华北,南线,BU-5,BSS-OSS,55.03,2025-05-27,2025Q2,项目集采,SM204,closed
SO203733,C2669,东北,北线,BU-2,BSS-OSS,46.04,2025-02-16,2025Q1,渠道,SM136,closed
SO203734,C2141,华南,中线,BU-3,运营商网关,6.81,2025-11-08,2025Q4,直销,SM135,closed
SO203735,C1821,华东,东线,BU-2,智能客服,79.22,2024-03-11,2024Q1,直销,SM247,closed
SO203736,C2398,华中,东线,BU-3,IT 服务,48.5,2024-03-02,2024Q1,直销,SM139,closed
SO203737,C1612,华中,北线,BU-4,AI 助理,130.14,2026-03-08,2026Q1,直销,SM107,closed
SO203738,C1551,西南,北线,BU-2,BSS-OSS,1.28,2025-03-05,2025Q1,直销,SM215,closed
SO203739,C2509,西南,东线,BU-5,AI 助理,11.91,2026-02-19,2026Q1,直销,SM101,closed
SO203740,C2768,东北,东线,BU-3,AI 助理,11.36,2026-03-09,2026Q1,渠道,SM187,closed
SO203741,C3722,华东,南线,BU-4,AI 助理,0.82,2025-02-14,2025Q1,电商,SM118,closed
SO203742,C3269,华中,北线,BU-2,AI 助理,18.89,2026-03-20,2026Q1,项目集采,SM217,closed
SO203743,C2790,华东,东线,BU-2,IT 服务,94.38,2026-03-12,2026Q1,项目集采,SM195,closed
SO203744,C1139,东北,南线,BU-5,IT 服务,44.73,2024-03-04,2024Q1,项目集采,SM160,closed
SO203745,C1414,华东,东线,BU-1,IT 服务,60.06,2026-03-10,2026Q1,渠道,SM230,closed
SO203746,C2341,西南,东线,BU-4,云平台,5.99,2025-06-26,2025Q2,项目集采,SM215,closed
SO203747,C3829,华北,南线,BU-1,运营商网关,25.58,2025-04-16,2025Q2,直销,SM205,shipping
SO203748,C2785,华南,东线,BU-1,数据中台,0.24,2026-01-06,2026Q1,项目集采,SM113,closed
SO203749,C2993,华中,南线,BU-6,运营商网关,8.8,2024-07-08,2024Q3,项目集采,SM181,shipping
SO203750,C3587,华北,中线,BU-5,智能客服,67.45,2025-11-26,2025Q4,电商,SM117,shipping
SO203751,C1828,华中,东线,BU-5,云平台,16.21,2025-12-18,2025Q4,渠道,SM112,closed
SO203752,C1051,华北,中线,BU-3,AI 助理,71.93,2024-06-09,2024Q2,电商,SM222,closed
SO203753,C3813,华中,南线,BU-5,AI 助理,64.68,2026-02-06,2026Q1,渠道,SM147,closed
SO203754,C3331,华东,南线,BU-6,IT 服务,131.3,2026-03-13,2026Q1,渠道,SM124,closed
SO203755,C1721,华南,北线,BU-5,AI 助理,48.82,2026-01-14,2026Q1,渠道,SM231,closed
SO203756,C3871,华中,中线,BU-5,云平台,35.45,2026-01-26,2026Q1,渠道,SM170,closed
SO203757,C2605,西南,南线,BU-4,智能客服,160.7,2025-08-16,2025Q3,渠道,SM214,closed
SO203758,C1618,华南,北线,BU-6,云平台,13.83,2024-09-09,2024Q3,项目集采,SM133,closed
SO203759,C3331,华南,东线,BU-6,运营商网关,21.0,2025-06-19,2025Q2,渠道,SM211,closed
SO203760,C1433,华东,南线,BU-1,BSS-OSS,33.97,2026-02-19,2026Q1,项目集采,SM215,closed
SO203761,C1979,东北,南线,BU-1,运营商网关,18.18,2024-05-19,2024Q2,项目集采,SM140,closed
SO203762,C1436,华北,东线,BU-4,智能客服,61.19,2024-10-27,2024Q4,渠道,SM181,closed
SO203763,C1046,西南,中线,BU-5,IT 服务,4.67,2026-01-19,2026Q1,直销,SM232,closed
SO203764,C2519,华东,东线,BU-5,运营商网关,29.61,2025-04-25,2025Q2,渠道,SM102,closed
